GEOID,obesity_cr,% Black,% Ame Indi and AK Native,% Asian,% Nati Hawa and Paci Island,% Hispanic or Latino,% male,% married,% age 18-29,% age 30-39,% age 40-49,% age 50-59,% age >=60,% <highschool,median income,% unemployment,% below poverty line,% food stamp/SNAP,median value units built,median year units built,% renter-occupied housing units,population density
6037216300,20.9,0.133279483,0.000807754,0.135096931,0.00726979,0.0930937,0.503029079,0.420393975,0.194264943,0.22092084,0.12358643,0.107027464,0.205573506,0.043203638,91328,0.054811585,0.030694669,0.020131291,1249200,1948,0.647702407,3892.04113
6037216700,27.8,0.279752705,0,0.086553323,0,0.228490469,0.452859351,0.274341521,0.210973725,0.212776919,0.136785162,0.086553323,0.19680577,0.080882353,69750,0.077994429,0.164885088,0.067775724,843500,1951,0.638324091,4992.059257
6037213402,30.3,0.090816947,0.00729779,0.228664099,0,0.66835597,0.473950943,0.397327165,0.214271235,0.174741537,0.110885871,0.116156497,0.122643422,0.315754995,40578,0.091291062,0.277191558,0.186525265,709300,1948,0.92139738,12594.81858
6037214000,21.4,0.005540166,0.000503651,0.047595064,0.006295643,0.089398136,0.465122135,0.549226442,0.081843364,0.14706623,0.124401914,0.111306976,0.202971544,0.050376835,107750,0.091415831,0.037018383,0.024444444,1614500,1939,0.392592593,3927.367342
6037214100,22,0.011731701,0,0.082121908,0.001785259,0.0675848,0.453965825,0.547120419,0.103289977,0.099464422,0.219841877,0.137719969,0.182861515,0.036598493,101727,0.036052276,0.072933123,0.010365854,1957400,1939,0.6,3539.415604
6037214400,21.3,0.024740889,0.002674691,0.044466734,0,0.108659311,0.462721498,0.36928702,0.290203945,0.298562354,0.184219325,0.058174524,0.083249749,0.025889968,81081,0.062787777,0.107656302,0.017191977,847200,1939,0.969627507,8692.089066
6037216800,23.6,0.073958007,0,0.093387653,0.008461297,0.144155437,0.540269508,0.431321733,0.122845503,0.203071138,0.141335005,0.132873707,0.213099342,0.055172414,86895,0.080587937,0.088373551,0.023512123,1231400,1939,0.620132256,4314.832694
6037216900,25.8,0.272745098,0.061372549,0.102352941,0,0.282941176,0.459803922,0.403723987,0.127647059,0.165686275,0.18627451,0.183137255,0.22745098,0.115644672,69968,0.083543506,0.067729084,0.029839026,1049000,1939,0.602669808,4661.322902
6037217100,28.5,0.285014227,0,0.033986721,0,0.379070503,0.486721467,0.408110119,0.212140373,0.156813152,0.150806197,0.157445463,0.152861208,0.185218978,64298,0.045777427,0.087417009,0.158980583,908700,1941,0.663430421,7048.76641
6037217200,29.1,0.273979464,0.009516654,0.068369647,0,0.425244177,0.499373904,0.366357378,0.170298022,0.21537691,0.159278738,0.113698973,0.156774355,0.176429809,64222,0.039777247,0.139994991,0.126699629,944000,1946,0.753399258,4346.472532
