GEOID,obesity_cr,% Black,% Ame Indi and AK Native,% Asian,% Nati Hawa and Paci Island,% Hispanic or Latino,% male,% married,% age 18-29,% age 30-39,% age 40-49,% age 50-59,% age >=60,% <highschool,median income,% unemployment,% below poverty line,% food stamp/SNAP,median value units built,median year units built,% renter-occupied housing units,population density
36029005300,26.2,0.29280397,0.008064516,0.068858561,0.003101737,0.079404467,0.451612903,0.212598425,0.538461538,0.057692308,0.079404467,0.094292804,0.165012407,0.107001321,33125,0.112097669,0.174301676,0.291404612,237300,1939,0.547169811,692.1157752
36029005400,28.6,0.113567073,0,0.016768293,0,0.046747967,0.442073171,0.465200362,0.173018293,0.148882114,0.134908537,0.120172764,0.223577236,0.034754568,66375,0.018818381,0.117886179,0.098451327,297600,1939,0.494469027,2037.699512
36029005500,36.6,0.15007215,0.007215007,0.063973064,0,0.207792208,0.435786436,0.330685204,0.216209716,0.183742184,0.101491101,0.096440596,0.097162097,0.157786039,30259,0.05360134,0.378547379,0.476357268,86700,1939,0.785172212,2661.443632
36029005600,39,0.3360799,0,0.056679151,0,0.247690387,0.523845194,0.371063299,0.197253433,0.159300874,0.11710362,0.122347066,0.160049938,0.284536892,27066,0.081767956,0.337528316,0.467397576,66800,1944,0.700519331,1818.454246
36029000600,29.6,0.107232969,0,0,0,0.035113541,0.512195122,0.56810982,0.168208579,0.16000841,0.071068124,0.14234651,0.239697225,0.107848837,57736,0.037839968,0.125921247,0.169729207,95900,1943,0.239361702,4079.741971
36029001500,44.6,0.860215054,0,0,0,0,0.494623656,0.315460232,0.062980031,0.117511521,0.082949309,0.234254992,0.328725038,0.237073171,27788,0.078994614,0.279569892,0.430107527,72600,1939,0.466973886,1359.355277
36029004200,45.1,0.940482433,0.002097535,0.004719455,0,0.02857892,0.466963818,0.26342711,0.143943367,0.131095962,0.08862087,0.106187729,0.187205034,0.130208333,30000,0.114376489,0.349093775,0.405080214,50000,1939,0.570855615,3927.088364
36029005202,33.8,0.503722084,0,0.036600496,0.001550868,0.049007444,0.513647643,0.136800855,0.537220844,0.072270471,0.04528536,0.085297767,0.089019851,0.108291032,37159,0.089453341,0.376422764,0.267605634,123300,1939,0.634976526,5511.732948
36029017100,40.2,0.303678161,0.003218391,0.07816092,0.007356322,0.281149425,0.483678161,0.298290874,0.245977011,0.143908046,0.094482759,0.076781609,0.12183908,0.298230834,25972,0.047976879,0.467412451,0.510504202,67500,1939,0.679971989,1809.386348
36029000200,36.1,0.0625,0,0.02440239,0.006972112,0.168824701,0.4937749,0.341087811,0.177041833,0.115786853,0.130229084,0.15562749,0.133217131,0.13452188,31345,0.028154327,0.333500125,0.288996372,59500,1939,0.560459492,3292.990915
36029002502,41.7,0.907436297,0.001560062,0.002600104,0.001560062,0.004160166,0.413936557,0.428754814,0.113364535,0.042121685,0.186687467,0.180967239,0.241809672,0.128698225,34082,0.066225166,0.23832021,0.405940594,88100,1972,0.642574257,1743.174154
36029001900,30,0.050785165,0,0,0,0.069161377,0.476779151,0.491745283,0.136318076,0.109254928,0.142332108,0.160374206,0.272636151,0.171726325,46667,0.03204709,0.123227549,0.089970501,72000,1947,0.281710914,2450.988421
36029002300,37.3,0.138957139,0.003276003,0.024024024,0,0.095823096,0.44990445,0.329690346,0.186459186,0.178269178,0.07971608,0.119028119,0.159432159,0.18235793,31522,0.069392813,0.313131313,0.472260749,55700,1939,0.582524272,4724.488664
